"ContractType","PaymentMethod","Autopay","ServiceType","MonthlyCharges","DateOfServiceStart","ServiceCalls","DataUsagePerMonth","CustomerAge","Churn","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"1-Year","Bank Transfer","Yes","DSL1",26.79,2016-12-01,4,217.81,49,"No","","-0.441785451549628","-0.255725033807893","-0.237685724467812","-0.385976654616792","-0.300131525319111","-0.376534064083073","-0.784087420165667","-0.110271276335113","-0.148304858154091","-0.439557494399153","-0.262273151333816","0.0343566097852825","-0.236299980296734","-0.129485951913452","-0.83558016566609","-0.109204291823718","0.0927160536594203","-0.526098315346544","-0.573277386892383"
"2-Year","Check","No","DSL3",89.53,2011-09-06,5,217.2,56,"No","0.610163010032641","0.675801192565366","0.616451523460563","-0.058586557586231","-0.00299881658168161","","0.582938331424387","0.814779062848278","0.401909367231267","0.485850407012933","0.10606709341804","0.521328845422849","0.585416825809234","0.702426740941418","0.122804063235646","0.143722322846693","0.623513099845235","0.390949544848864","0.430300127787935","0.464737360082661"
"Monthly","Bank Transfer","Yes","Fiber Optic",88.13,2014-05-23,2,238.02,22,"No","-0.430008691203055","-0.345128471265862","-1.10045139402552","-0.0251436326786854","0.0803766929926813","0.0251039628576047","-0.354855658450188","-0.267418357476368","-0.962880984684391","-0.238717423386359","-0.504397476007024","-0.565951813722814","-1.21616450092856","-0.313734587543922","-0.955084476598786","-0.334740336795299","-0.272407771409541","-0.367672864760383","-0.584334264023144","-1.05028324836746"
"Monthly","Bank Transfer","No","Other",64.84,2020-06-15,5,205.76,38,"Yes","0.287368149711174","","0.696984141944341","0.53022103826255","-0.336482615504421","0.0410924938220465","0.501387893477176","0.141749730547381","0.510357040616032","0.690500770785511","0.185504246468507","0.0695371716546942","0.428915426971448","0.860545553214798","-0.286140118378486","0.138956760221554","0.193111487972657","0.599674445351131","","0.0333992272993602"
"Monthly","Credit Card","Yes","Other",91.51,2019-10-07,2,193.44,20,"No","0.497967665347623","","","","0.46961556779516","-0.114471920568912","0.130299142820193","","-0.396855528002682","0.559236555729526","0.419237593732743","-0.062935592700608","-0.0900339230732954","0.305677430400926","0.0869165546778825","0.429273086168357","-0.00286855673065128","-0.571523795403843","0.331145557629823",""
"2-Year","Credit Card","Yes","DSL3",76.23,2017-11-22,3,232.79,31,"No","0.719374887465692","0.696309631856346","0.365440153494501","","","0.607555452960293","0.333986873392473","0.750780676092487","1.02573724081333","0.175752313027173","0.601357020695099","1.20470842540422","0.726668253639431","1.17301867646067","0.24747449483853","0.982196136841104","0.261906147462531","0.439413746089929","0.978699345522936","1.1864495299197"
"Monthly","Bank Transfer","No","Fiber Optic",64.34,2018-04-20,2,173.68,51,"No","-1.24113799324906","","-1.81879730642201","-1.82736962124191","-2.01314207273732","-1.38160692064515","-2.13627765867381","-2.36590664847818","","-1.81487767479888","-1.64092587576945","-1.55835996074941","-1.91055596427707","-1.59150819776328","-1.58357118235015","-2.61345271462365","-1.71559083244794","-1.83579856975552","","-1.50708547532377"
"1-Year","Credit Card","No","DSL3",78.53,2010-05-25,1,204.5,50,"No","-0.401897530263953","-0.515408892562056","","","-0.24139205620649","-0.160799732417064","0.179591991319995","-0.0690218312658752","-0.315690830683549","-0.5142097972348","0.138400012307001","-0.834412031858939","0.15842470767262","-0.680497999199252","-0.627577730069655","-0.239461041986246","-0.614925740326464","-0.325807859149612","-0.678203066062728","-0.62444221212975"
"Monthly","Bank Transfer","No","DSL3",78.09,2019-03-31,4,162.95,68,"No","1.83534553865447","1.5684748875469","1.54590089866805","1.44139052661113","0.87620486681102","1.51466321529656","1.43525945658758","1.85058569055606","1.39790413442935","1.49947998789242","1.11637201582963","1.71039788121818","1.293232252615","1.75216006723601","2.17321186816245","2.09237832913482","1.32729974544647","1.80617194104402","2.01451618430511",""
"Monthly","Credit Card","No","DSL3",81.96,2020-06-08,2,178.34,33,"No","-0.322128045333154","-0.535533651359392","-0.0371101507134244","-1.34042090818223","-0.43693943266023","-0.557227412347252","-0.408534712630557","-0.99548429483375","-1.24786832206861","-0.391525584672477","-0.789721503771014","-0.681802347412666","-0.742272557536648","-0.803698468330217","","-0.696194501095676","-0.53702643424566","-1.02769046502758","-0.55402638149463","-0.298067261360157"
"1-Year","Bank Transfer","Yes","Fiber Optic",75.05,2012-07-24,0,269.75,38,"No","1.20949887934237","0.359351653390493","1.01338356406451","1.23188530246392","0.2549036585472","0.752784083333201","0.74722953152678","1.16272954896444","0.766616832541687","1.55256215441441","1.41503185423474","1.06611120053752","0.686964946282486","0.744553360409978","","2.1272340131524","1.01088047987484","0.86306088597635","0.932108453488125","1.21809462197043"
"Monthly","Bank Transfer","No","Fiber Optic",52.49,2011-09-16,2,148.58,24,"No","","-0.243240523508114","","-0.873533026770955","-1.05262835527586","-0.855836745472563","-0.44899876366298","-1.02043146648595","-0.926324502019775","-0.735872639415494","-0.353063468168912","-1.0070898943891","","-1.39258951263302","-0.95706591984687","-0.980952428957617","-0.305549949642472","-1.06928085074327","-1.20077555832546","-1.04654090894479"
"Monthly","Bank Transfer","No","Other",99.43,2013-01-20,0,188.37,43,"Yes","0.984457673149178","0.349978972697997","0.668816155726126","0.458210177265549","0.423365207303992","1.05400590563204","0.312380389747153","0.300793244718994","0.0620071570581818","","0.579855628365302","","","0.272720520185343","0.107748005038901","","0.709702711315232","-0.129199306408769","0.149890420974024","0.380392896493485"
"2-Year","Check","No","DSL3",112.39,2018-10-17,2,262.38,18,"No","1.25149677094051","1.86651173326021","2.0169718911212","1.23638749748131","1.82150368142244","1.7602710576794","1.35996361870412","1.7750698865083","1.55574549594974","1.79718628668722","1.78614963791143","1.38525854333417","1.93863365523616","1.49685246057323","1.81631406969485","1.8431435708068","1.93304038666112","1.77718445590596","1.39411496674733","1.45325163159189"
"1-Year","Credit Card","Yes","DSL2",82.17,2016-05-23,3,162.31,18,"No","2.40754336762111","2.48487497651035","2.11394973206328","2.2227381381543","1.91717311258018","2.14907010145602","2.24079262964217","1.57569638888261","2.49238581812001","2.07699733897579","2.42334262675513","2.03056707778192","2.19650419297977","2.55571354209315","2.02927967920468","2.77154636628396","2.59837882576429","2.64280155312623","1.98388943363842","2.3200067544588"
"1-Year","Credit Card","No","Fiber Optic",69.82,2017-05-21,3,169.36,33,"No","-0.420578183634591","-1.21549479366892","-0.839453919706275","-0.81170156649016","-0.938482345735747","-0.851071269245147","-0.396055453264053","-0.390563924784931","","-0.222030436363586","-0.142099090113576","-0.238266779511146","-0.957689084049211","-0.488768189633763","-0.110291503221444","-0.653030931842197","-0.184907375347764","","-0.84379485632279","-0.0744491351260444"
"1-Year","Credit Card","No","DSL2",83.01,2013-02-05,8,326.72,35,"No","-0.733591932275217","-1.35810246712519","-0.916448046390719","-0.742562303853914","-0.940159638459703","-1.56996559426996","-0.896359209896713","","-0.784395553586236","-1.20145782472543","-0.982075829901833","-0.464535832414497","-0.407194607650151","-0.85809191384409","-0.584365991650112","-1.09768499683404","","-1.50141169295809","-1.15050305917597","-1.07262273130004"
"2-Year","Credit Card","Yes","Fiber Optic",68.6,2012-10-04,3,183.83,41,"No","1.21928676388159","0.555294021866844","0.806802285642968","0.606585835293576","0.12934915250656","0.63621907810623","0.27201372327065","0.436215289160747","0.578533973618782","0.810781937519261","1.00385338126254","0.738090835219597","1.40116333011389","0.517049378227557","0.226393868304615","","0.0440367241951068","0.663541171553853","0.640321335044507","0.0877327873725938"
"Monthly","Credit Card","Yes","DSL1",76.6,2017-02-17,3,159.45,53,"No","-0.0560645993623403","-0.00969776591095832","","-0.213691792386372","-0.51142465530606","-0.363137494844558","-1.07593682388825","0.0282173451564676","-0.0703535941533668","-0.601230440871198","-0.540329917675774","","-0.139789523293501","-0.390371786570167","-0.241047571737702","-1.00027018448648","-0.481105441263536","-0.334619287603003","-0.556280965805045","-0.374505407209446"
"Monthly","Bank Transfer","No","DSL2",80.9,2012-08-23,3,186.55,42,"Yes","-0.440376186911175","-0.612802066539316","-0.117748945873074","-1.33142325736759","-0.608845474427791","-0.295147125922595","-0.137706688081916","-0.0647283439189852","-0.663449232398192","0.202779381113055","-0.793458781221856","-0.744974593742871","0.00224820043669923","-0.995513505643236","-0.481391516924628","-0.362342428450651","-0.420729277865918","-0.380147467176681","0.16430986222595","-0.273578001795578"
"1-Year","Check","No","Fiber Optic",77.5,2016-11-06,6,189.81,58,"No","0.519711813672362","-0.21116668188274","-0.0959284198844165","0.326208809571734","0.58321533313323","0.163112047367043","-0.0509887160475872","0.0126629701952563","0.400343385009756","0.717061776686485","-0.334369696067655","-0.336611599843634","0.672388223727556","0.118397103963857","0.0459079060753807","0.911238613928634","0.127824747616014","0.477018827254602","0.340885532453254","0.272319679156924"
"Monthly","Bank Transfer","No","DSL3",49.23,2013-01-18,3,251.28,38,"Yes","-0.90751676488202","-0.980935653926501","-0.443235279115713","-1.06875835130883","-0.602843828968122","-1.01580727887232","-1.17436392330979","-0.412742074442425","-0.78998864902655","","-0.899517215035336","-0.405828618487987","-1.48071448081948","-0.798466847519138","-1.08216468192669","-0.66078112387128","-1.14150651843257","-0.0997492204921807","-1.00426821822186",""
"1-Year","Check","No","DSL1",75.09,2015-12-11,2,178.24,39,"No","0.84863023295889","0.351138053156666","1.50880492647337","1.00449357198701","1.13891827749769","0.643404704807876","0.856175235902198","0.533357336108725","1.16802375689113","0.729752026650388","","1.07838092686275","","0.728390984268177","0.469884768612999","0.69340205807998","0.958427981103437","0.842752630969859","0.939258513155633","1.15268425285732"
"Monthly","Check","No","Fiber Optic",90.57,2012-02-21,2,92.11,49,"No","1.31983395175947","1.88242908062124","1.2851658027733","1.29253191136969","1.16895592106976","1.32473439241323","1.12849260060521","1.41004570393251","1.88605644700672","1.79415855236597","1.50988175353998","1.15598657399804","1.10191761322892","0.878151835519295","","","1.12718299796094","1.21566816457299","1.28356540232333","1.10899958011952"
"1-Year","Bank Transfer","Yes","Fiber Optic",51.2,2014-11-05,2,212.82,69,"No","-0.0675235102760062","-0.0078268896645388","0.0103253681553551","0.277476209515159","0.450250767252724","0.35941644103649","0.068958888861644","0.26826888560399","0.456227225663467","0.493747992598448","0.699194513040699","0.101322983239683","0.314857028436828","","-0.303145567953558","-0.112211356725982","0.769296041879365","","-0.107747018906411","0.470455929997528"
"2-Year","Check","No","DSL2",84.23,2015-01-20,4,221.85,34,"No","1.04573039491206","1.85438942392405","0.313729933415929","0.762594114345363","0.6214464772547","1.4189715999049","1.0717137906695","1.02511706944708","0.214980925624613","","0.561176967055494","","0.814353845242704","1.51878128765392","0.842839382810164","1.14918830139975","1.16894627068973","0.854289895480753","0.590144662723744","0.747327553051176"
"1-Year","Bank Transfer","No","DSL2",63.85,2013-04-05,2,254.35,49,"No","-0.32049618654071","","-0.0795806642161138","","0.0509125432524429","0.173753398149878","-0.24230773285353","0.185921589609324","0.0131281847281543","-0.109468647832244","-0.719066374350855","0.145274450250044","-0.0588031960484015","-0.125270671899476","0.450831661560758","-0.439264143336777","-0.223288059498634","0.218508057506773","-0.60009215736671","0.561455611505246"
"Monthly","Bank Transfer","Yes","DSL2",73.13,2020-06-25,5,234.88,38,"No","0.057425115697411","0.349348519324313","-0.34048552413848","-0.098070370875023","0.0305787594511344","-0.580781621232838","-0.611702661866708","","-0.154708360631278","-0.80869040690435","","0.299961920623293","-0.534578531178021","-0.216360789459671","-0.512521874459583","0.0843966962649594","0.429192684890104","0.274582698383194","-0.508972015791396","-0.470088994713065"
"1-Year","Bank Transfer","No","DSL2",37.81,2013-02-16,4,161.2,55,"No","0.485655602916655","0.778528704028595","0.515001390924556","-0.417000557874068","0.455550132116442","0.553735273057928","0.564919307678915","0.34170880978032","","1.09098796059411","0.417174487968882","0.515404597144374","0.597077908790071","1.07137148378776","0.94578904595347","0.218299424452733","0.86812290578538","0.432128115569452","0.775654427557671","1.01483681025297"
"2-Year","Bank Transfer","No","Other",74.65,2016-07-28,6,244.81,62,"No","-1.31774564225814","-0.453287981451198","-1.27184018221547","-0.934879127819242","-0.711069934186189","-0.465945782368206","-0.614790324248864","-0.683912324514563","-1.0051224816937","-0.990275433482128","-0.776559714219656","-1.01729042067512","-0.610507326560508","-1.09057937103399","-1.56950379691469","-0.831512585191286","-0.91929923356037","-1.47775272931689","-0.738034029577531","-0.731383902436358"
"1-Year","Credit Card","No","DSL2",92.89,2014-07-08,0,301.53,21,"No","","-2.26736107047594","-1.88935305295985","-2.49453275121157","-2.59268666607235","-2.04070965212647","-2.28324929428263","-1.73054307456626","-2.78491644156121","-2.17175221310749","-2.40668585716124","","","-1.80099602079275","-2.37220760933808","-2.45169507499613","-2.26170662878308","-2.49860084305621","-2.34739591532835","-2.38932662871374"
"Monthly","Credit Card","Yes","Fiber Optic",84.98,2013-10-22,4,204.75,56,"No","0.762943134131565","0.965674965884366","0.949441346207974","1.23621838963421","0.636636885567922","1.12639066861038","0.781791011958202","1.45196948193275","0.749781408561335","0.363034392321761","1.13456380677475","","","","","0.401397628555828","0.381548257615266","1.31149042170794","0.897135254072334","1.39858741645618"
"Monthly","Credit Card","No","Fiber Optic",64.29,2020-04-18,8,195.52,37,"No","","-0.753602298853683","-0.847981929961232","-0.755730358133166","-0.755373999348303","-0.796412722458543","-0.956157434178276","-0.749169673930827","-1.39380159235211","-1.24498156589783","-1.06190339037688","-0.802603360930125","-1.05237687256112","-1.20307949703037","-0.82299253329389","-0.97290827517047","-0.325296260631268","-1.82590801533199","-1.22951905527377","-1.30790438553419"
"1-Year","Check","No","DSL2",20.74,2016-11-09,2,238.57,25,"No","-0.115127187990264","-0.600811806253388","-0.244072515004693","-0.606108573981094","-0.953493982484102","","-1.09888365278497","-1.33611006294863","-0.732980216279657","-0.216640843006044","-0.73380258692532","-0.648374463316573","-0.754412064212391","-0.71949617256689","-0.683489313929477","-1.51443443814339","-0.509960097985181","-1.17172633193429","-1.17950607504897","-0.575533908225334"
